511,200,223,0
513,200,382.5,1
515,200,567,2
517,200,745.3,3
519,200,918.6,4
521,200,1100,5
512,200,382.5,1
514,200,567,2
516,200,745.3,3
518,200,918.6,4
520,200,1100,5
522,200,1369,6
523,200,1511,7
524,390,1369,8
501,873.3,1369,9
503,797.7,1045,10
504,797.7,835.1,11
505,797.7,641.5,12
506,797.7,395.7,13
507,863.3,223,14
508,700,223,15
